Rank,Youtube Channel,Subscribers,Video Views,Video Count,Category,Started
4301,Turma da Mônica,"11,000,000","2,480,064,722",489,Howto & Style,2016
4302,etvteluguindia,"11,000,000","5,332,547,232",976,Music,2017
4303,CKN,"11,000,000","4,842,572,088",409,Music,2017
4304,shakiraVEVO,"11,000,000","4,185,234,779","1,217",Music,2011
4305,Shorts Break,"11,000,000","4,154,119,625","3,803",Howto & Style,2012
4306,Farruko,"11,000,000","1,962,826,145","4,807",People & Blogs,2019
4307,TheWillyrex,"11,000,000","1,476,334,365",612,People & Blogs,2018
4308,Познаватель,"11,000,000","1,169,023,702",162,Entertainment,2015
4309,Little Angel Español - Canciones Infantiles,"11,000,000","1,572,887,708",625,Comedy,2014
4310,Dan-Sa / Daniel Saboya,"11,000,000","13,190,990,325","1,265",News & Politics,2014
4311,PDK Films,"11,000,000","10,392,111,852",405,People & Blogs,2017
4312,Vsauce,"11,000,000","2,203,766,508",302,People & Blogs,2016
4313,Bizarrap,"11,000,000","2,262,532,486",14,Pets & Animals,2013
4314,MrBeast 2,"11,000,000","2,703,042,539",508,People & Blogs,2012
4315,7clouds,"11,000,000","2,111,580,099","6,048",Entertainment,2011
4316,Unbox Therapy,"11,000,000","1,188,130,067","3,506",Entertainment,2012
4317,INCRÍVEL,"11,000,000","13,952,879,752",571,Education,2015
4318,That Little Puff,"11,000,000","10,538,459,750",52,Music,2014
4319,GEN HALILINTAR,"11,000,000","7,548,976,997",764,Entertainment,2016
4320,Sony AATH,"11,000,000","4,615,066,353","20,099",Entertainment,2015
4321,SOMOY TV,"11,000,000","4,366,561,548","2,987",Entertainment,2015
4322,Good Mythical Morning,"11,000,000","4,011,244,826","2,286",Entertainment,2019
4323,Ali-A,"11,000,000","3,263,435,380","1,324",Gaming,2014
4324,TED-Ed,"11,000,000","2,064,926,551","76,615",People & Blogs,2016
4325,Naisa Alifia Yuriza (N.A.Y),"11,000,000","1,680,228,521",480,People & Blogs,2012
4326,Like Nastya Vlog,"11,000,000","2,013,778,695","2,087",Music,2011
4327,Marmok,"11,000,000","268,739,666",416,Comedy,2008
4328,RsiamMusic : อาร์สยาม,"11,000,000","4,654,677,099",779,Gaming,2010
4329,Masha e o Urso,"11,000,000","5,254,014,931",713,Entertainment,2013
4330,David Dobrik,"11,000,000","5,741,869,232",1,Film & Animation,2013
4331,RKD Studios,"11,000,000","1,686,312,058",776,Howto & Style,2011
4332,Zach Choi ASMR,"11,000,000","1,659,725,078","4,674",Gaming,2015
4333,SUPER SLICK SLIME SAM,"11,000,000","8,759,719,169","1,292",Howto & Style,2015
4334,GRAMMY GOLD OFFICIAL,"11,000,000","8,253,741,205","3,336",Entertainment,2011
4335,Demi Lovato,"11,000,000","6,698,448,077","3,194",People & Blogs,2012
4336,Vlad and Niki ESP,"11,000,000","4,212,409,776",210,Film & Animation,2016
4337,YOLO,"11,000,000","3,455,406,720",456,Music,2015
4338,Lele Pons,"11,000,000","1,488,520,716","5,094",Music,2012
4339,ArianaGrandeVevo,"11,000,000","1,267,465,262","1,612",Entertainment,2014
4340,Mother Goose Club Playhouse,"11,000,000","611,866,406",276,Entertainment,2011
4341,officialpsy,"11,000,000","1,486,885,351","13,234",Music,2013
4342,Sebastián Yatra,"11,000,000","4,775,297,096","3,754",Entertainment,2016
4343,TheGrefg,"11,000,000","1,046,651,653",86,Science & Technology,2017
4344,Lil Pump,"11,000,000","2,463,563,246","8,034",Education,2014
4345,LIV Crime,"11,000,000","15,080,936,964","1,691",Entertainment,2016
4346,Dhar Mann,"11,000,000","8,002,520,517","1,201",Entertainment,2013
4347,SQUEEZIE,"11,000,000","4,692,757,292",415,Education,2016
4348,RobleisIUTU,"11,000,000","2,599,025,008",315,Comedy,2013
4349,Sidemen,"11,000,000","2,187,032,139",502,Entertainment,2016
4350,شبكة العاب العرب | Arab Games Network,"11,000,000","3,208,363,861",611,Film & Animation,2017
4351,Porta dos Fundos,"11,000,000","5,200,224,730",925,People & Blogs,2018
4352,unknown boy varun,"11,000,000","1,449,647,680",188,Entertainment,2012
4353,Goldmines Great Indian Comedy,"11,000,000","1,542,774,923",306,Comedy,2011
4354,JFlaMusic,"11,000,000","5,652,341,273","4,234",Music,2016
4355,FactTechz,"11,000,000","4,830,020,688","1,343",Music,2018
4356,Alan Chikin Chow,"11,000,000","12,712,546,262","5,055",Sports,2017
4357,Dangal TV Channel,"11,000,000","9,569,061,994",538,Entertainment,2015
4358,Shemaroo Comedy,"11,000,000","8,465,443,935",661,Entertainment,2014
4359,Triggered Insaan,"11,000,000","8,058,549,344","1,767",Entertainment,2015
4360,Fede Vigevani,"11,000,000","7,017,537,235","157,647",Comedy,2017
4361,Stubborn Facts,"11,000,000","5,765,943,823","183,459",Gaming,2017
4362,Smile Family Spanish,"11,000,000","5,338,043,398","18,950",Howto & Style,2013
4363,Manual do Mundo,"11,000,000","5,050,463,518",920,Education,2011
4364,Jane ASMR 제인,"11,000,000","2,971,992,503",417,People & Blogs,2012
4365,李子柒 Liziqi,"11,000,000","2,415,688,324",441,People & Blogs,2016
4366,PopularMMOs,"11,000,000","7,254,635,746",44,Film & Animation,2018
4367,SonyMusicSouthVEVO,"11,000,000","2,780,058,418",706,Gaming,2017
4368,IGN,"11,000,000","11,471,384,709","6,485",Gaming,2014
4369,الـريماس - Al-Remas,"11,000,000","5,997,717,755",669,People & Blogs,2012
4370,Jason Derulo,"11,000,000","3,825,084,383","3,571",People & Blogs,2012
4371,Zuni and Family,"11,000,000","2,143,444,281",404,Entertainment,2011
4372,Liza Koshy,"11,000,000","2,480,064,722","2,389",News & Politics,2014
4373,Willyrex,"11,000,000","5,332,547,232",400,Entertainment,2017
4374,Blippi - Educational Videos for Kids,"11,000,000","4,842,572,088",67,Entertainment,2015
4375,HowToBasic,"11,000,000","4,185,234,779",342,Education,2011
4376,Akshay Nagwadiya,"11,000,000","4,154,119,625",591,People & Blogs,2016
4377,LuisFonsiVEVO,"11,000,000","1,962,826,145",451,Entertainment,2010
4378,Gaby and Alex,"11,000,000","1,476,334,365",585,Entertainment,2011
4379,zbing z.,"11,000,000","1,169,023,702","10,386",Gaming,2013
4380,Anitta,"11,000,000","1,572,887,708","2,759",People & Blogs,2015
4381,EeOneGuy,"11,000,000","13,190,990,325",143,Film & Animation,2015
4382,Katie Angel,"11,000,000","10,392,111,852",186,Entertainment,2016
4383,tanboy kun,"11,000,000","2,203,766,508",425,Music,2017
4384,Ben Azelart,"11,000,000","2,262,532,486",39,Autos & Vehicles,2018
4385,Guava Juice,"11,000,000","2,703,042,539",15,Entertainment,2013
4386,Busy Fun Ltd,"11,000,000","2,111,580,099",544,Music,2012
4387,Doggy Doggy Cartoons,"11,000,000","1,188,130,067","2,061",Music,2012
4388,Azhan5star,"11,000,000","13,952,879,752","24,388",People & Blogs,2014
4389,News24,"11,000,000","10,538,459,750",55,Entertainment,2015
4390,TheBrianMaps,"11,000,000","7,548,976,997",601,Comedy,2014
4391,Apple,"11,000,000","4,615,066,353",387,Music,2014
4392,SMOL,"11,000,000","4,366,561,548",462,People & Blogs,2016
4393,MissaSinfonia,"11,000,000","4,011,244,826",212,Entertainment,2015
4394,Jason Vlogs,"11,000,000","3,263,435,380",395,Education,2017
4395,TRANS TV Official,"11,000,000","2,064,926,551","4,175",Education,2014
4396,And TV,"11,000,000","1,680,228,521","1,458",People & Blogs,2009
4397,Les' Copaque Production,"11,000,000","2,013,778,695",272,Entertainment,2014
4398,Wow Kidz Action,"11,000,000","268,739,666","78,669",Sports,2011
4399,Miley Cyrus,"11,000,000","4,654,677,099",417,People & Blogs,2012
4400,Tu COSMOPOLIS,"11,000,000","5,254,014,931",358,Film & Animation,2014
4401,DeToxoMoroxo,"11,000,000","5,741,869,232","2,108",Entertainment,2016
4402,Prajapati News,"11,000,000","1,686,312,058","4,971",Entertainment,2017
4403,Queen Official,"11,000,000","1,659,725,078","3,688",Music,2017
4404,Like Nastya VNM,"11,000,000","8,759,719,169","1,106",Comedy,2011
4405,Spider Slack,"11,000,000","8,253,741,205",838,Music,2012
4406,El Reino a Jugar,"11,000,000","6,698,448,077","3,266",Comedy,2019
4407,Marques Brownlee,"11,000,000","4,212,409,776","1,232",Entertainment,2018
4408,Werever2morro,"11,000,000","3,455,406,720",457,Education,2015
4409,Tsuriki Show,"11,000,000","1,488,520,716","3,643",Music,2014
4410,The Game Theorists,"11,000,000","1,267,465,262","245,453",Entertainment,2014
4411,AMARINTV : อมรินทร์ทีวี,"11,000,000","611,866,406","58,581",Science & Technology,2017
4412,VICE,"11,000,000","1,486,885,351",309,Comedy,2016
4413,IDEAS EN 5 MINUTOS,"11,000,000","4,775,297,096",158,People & Blogs,2013
4414,Aayu and Pihu Show,"11,000,000","1,046,651,653",98,Music,2012
4415,Travis Scott,"11,000,000","2,463,563,246",764,Science & Technology,2011
4416,FailArmy,"11,000,000","15,080,936,964",866,People & Blogs,2012
4417,Pop Chartbusters,"11,000,000","8,002,520,517",556,Pets & Animals,2015
4418,ExtraPolinesios,"11,000,000","4,692,757,292",769,Entertainment,2014
4419,Kaykai Salaider,"11,000,000","2,599,025,008",963,Shows,2016
4420,Sandra Cires Art,"11,000,000","2,187,032,139",177,News & Politics,2015
4421,W2S,"11,000,000","3,208,363,861","4,706",Entertainment,2015
4422,PANDA BOI,"11,000,000","5,200,224,730",196,Gaming,2019
4423,Ivana Alawi,"11,000,000","1,449,647,680","2,638",Education,2014
4424,JJ Olatunji,"11,000,000","1,542,774,923",96,People & Blogs,2016
4425,Sagawa /さがわ,"11,000,000","5,652,341,273",14,People & Blogs,2012
4426,Little Mix,"11,000,000","4,830,020,688",898,Gaming,2011
4427,Boyce Avenue,"11,000,000","12,712,546,262",801,Music,2008
4428,Gato Galactico | GALÁXIA,"11,000,000","9,569,061,994","5,614",Shows,2010
4429,Kids Play,"11,000,000","8,465,443,935",418,People & Blogs,2013
4430,Canal IN,"11,000,000","8,058,549,344","76,462",Entertainment,2013
4431,Pitbull,"11,000,000","7,017,537,235","1,120",People & Blogs,2011
4432,With Kids[위드키즈],"11,000,000","5,765,943,823","18,798",Howto & Style,2015
4433,FunFun Toy Doll TV,"11,000,000","5,338,043,398","4,066",Music,2015
4434,Camila Cabello,"11,000,000","5,050,463,518","1,448",Music,2011
4435,Matt Stonie,"11,000,000","2,971,992,503","1,669",People & Blogs,2012
4436,Antrax,"11,000,000","2,415,688,324","60,211",Comedy,2016
4437,Like Nastya IDN,"11,000,000","7,254,635,746",146,Comedy,2015
4438,RCTI - LAYAR DRAMA INDONESIA,"11,000,000","2,780,058,418",887,Music,2012
4439,Jennifer Lopez,"11,000,000","11,471,384,709",710,Shows,2014
4440,AdMe,"11,000,000","5,997,717,755",844,Music,2011
4441,jeffreestar,"11,000,000","3,825,084,383",782,News & Politics,2013
4442,DopeLyrics,"11,000,000","2,143,444,281","1,534",Gaming,2016
4443,Enes Batur,"11,000,000","2,480,064,722",427,Music,2017
4444,El Payaso Plim Plim,"11,000,000","5,332,547,232","9,548",People & Blogs,2014
4445,SAM SMITH,"11,000,000","4,842,572,088",178,People & Blogs,2016
4446,SriBalajiMovies,"11,000,000","4,185,234,779","89,656",Gaming,2013
4447,Lahari Music | T-Series,"11,000,000","4,154,119,625","2,275",Entertainment,2016
4448,wifistudy,"11,000,000","1,962,826,145","1,535",Entertainment,2013
4449,FitDance,"11,000,000","1,476,334,365","1,673",Gaming,2016
4450,T3ddy,"11,000,000","1,169,023,702",422,Entertainment,2017
4451,Technoblade,"11,000,000","1,572,887,708",560,Music,2018
4452,Rotten Tomatoes Trailers,"11,000,000","13,190,990,325",422,Film & Animation,2012
4453,Ch7HD,"11,000,000","10,392,111,852","3,162",Music,2011
4454,Dyland PROS,"11,000,000","2,203,766,508",577,Entertainment,2016
4455,Live,"11,000,000","2,262,532,486",376,Comedy,2018
4456,Guachi Chispas,"11,000,000","2,703,042,539","1,869",Entertainment,2017
4457,Caeli YT,"11,000,000","2,111,580,099","17,513",Entertainment,2015
4458,POPS Kids,"11,000,000","1,188,130,067","18,491",Comedy,2014
4459,GMMTV OFFICIAL​​,"11,000,000","13,952,879,752",414,Howto & Style,2015
4460,NMF News,"11,000,000","10,538,459,750","2,211",Film & Animation,2017
4461,Camilo,"11,000,000","7,548,976,997","39,036",People & Blogs,2017
4462,BBC News Hindi,"11,000,000","4,615,066,353",61,Howto & Style,2013
4463,News18 India,"11,000,000","4,366,561,548",421,People & Blogs,2011
4464,MSA previously My Story Animated,"11,000,000","4,011,244,826",37,Howto & Style,2012
4465,CoryxKenshin,"11,000,000","3,263,435,380",468,Gaming,2016
4466,LEGO,"11,000,000","2,064,926,551",420,Music,2018
4467,Дима Масленников,"11,000,000","1,680,228,521",301,Gaming,2017
4468,Thairath Online,"11,000,000","2,013,778,695","1,492",Music,2014
4469,La Rosa de Guadalupe,"11,000,000","268,739,666","1,210",Music,2012
4470,Roman Atwood Vlogs,"11,000,000","4,654,677,099","8,540",People & Blogs,2012
4471,LOKESH GAMER,"11,000,000","5,254,014,931","9,792",Comedy,2011
4472,Kerajinan 5-Menit,"11,000,000","5,741,869,232",679,Gaming,2014
4473,MK MUSIC,"11,000,000","1,686,312,058",197,Education,2017
4474,Aphmau,"11,000,000","1,659,725,078",935,Howto & Style,2015
4475,Henrique e Juliano,"11,000,000","8,759,719,169",16,Entertainment,2011
4476,Volga Video,"11,000,000","8,253,741,205","1,733",Music,2016
4477,Super Senya,"11,000,000","6,698,448,077","3,116",Entertainment,2010
4478,TWICE,"11,000,000","4,212,409,776",903,Gaming,2011
4479,Zach King,"11,000,000","3,455,406,720","1,629",Music,2013
4480,IShowSpeed,"11,000,000","1,488,520,716","1,315",Entertainment,2015
4481,5-Minute Crafts FAMILY,"11,000,000","1,267,465,262","3,286",People & Blogs,2015
4482,حِرف إبداعية في 5 دقائق,"11,000,000","611,866,406","1,203",People & Blogs,2016
4483,Musas,"11,000,000","1,486,885,351","15,041",Film & Animation,2017
4484,Harsh Beniwal,"11,000,000","4,775,297,096",350,Gaming,2018
4485,Oyuncak Avı,"11,000,000","1,046,651,653",284,Entertainment,2013
4486,Bollywood Classics,"11,000,000","2,463,563,246",235,Entertainment,2012
4487,Talking Tom & Friends,"11,000,000","15,080,936,964","8,159",Entertainment,2012
4488,Totoy kids - Español,"11,000,000","8,002,520,517",288,News & Politics,2014
4489,zayn,"11,000,000","4,692,757,292",692,Comedy,2015
4490,Ranz Kyle,"11,000,000","2,599,025,008",513,Science & Technology,2014
4491,Linus Tech Tips,"11,000,000","2,187,032,139","2,104",People & Blogs,2014
4492,Taarak Mehta Ka Ooltah Chashmah,"11,000,000","3,208,363,861","14,156",Comedy,2016
4493,Marta and Rustam,"11,000,000","5,200,224,730","104,189",Education,2015
4494,AdeleVEVO,"11,000,000","1,449,647,680","2,178",Entertainment,2017
4495,Ajay Sharma,"11,000,000","1,542,774,923",148,Entertainment,2014
4496,Team Films Bhojpuri,"11,000,000","5,652,341,273","7,961",Film & Animation,2009
4497,Makiman131,"11,000,000","4,830,020,688","5,312",Film & Animation,2014
4498,TheRichest,"11,000,000","12,712,546,262","3,500",Entertainment,2011
4499,League of Legends,"11,000,000","9,569,061,994",155,People & Blogs,2012
4500,NDTV India,"11,000,000","8,465,443,935",523,Entertainment,2014
4501,Arif muhammad,"11,000,000","8,058,549,344","1,006",Comedy,2016
4502,Mariale,"11,000,000","7,017,537,235","4,069",Music,2017
4503,Niana Guerrero,"11,000,000","5,765,943,823","1,712",Entertainment,2017
4504,Dave and Ava - Nursery Rhymes and Baby Songs,"11,000,000","5,338,043,398",574,Comedy,2011
4505,Unspeakable,"11,000,000","5,050,463,518","97,033",Education,2012
4506,НТВ,"11,000,000","2,971,992,503","1,272",Science & Technology,2019
4507,BIGBANG,"11,000,000","2,415,688,324",595,Entertainment,2018
4508,Lyna,"11,000,000","7,254,635,746","1,314",Entertainment,2015
4509,Zee Music Classic,"11,000,000","2,780,058,418",393,Gaming,2014
4510,Daftar Populer,"11,000,000","11,471,384,709",252,Entertainment,2014
4511,Mobile Legends: Bang Bang Official,"11,000,000","5,997,717,755",386,Entertainment,2017
4512,It's Mamix,"11,000,000","3,825,084,383","1,346",Howto & Style,2016
4513,Vlad and Niki ARA,"11,000,000","2,143,444,281",401,Comedy,2013
4514,Kwebbelkop,"11,000,000","2,480,064,722","4,452",Music,2012
4515,Genierock,"11,000,000","5,332,547,232",791,Comedy,2011
4516,Zé Neto e Cristiano,"11,000,000","4,842,572,088",68,Music,2012
4517,UFC - Ultimate Fighting Championship,"11,000,000","4,185,234,779",393,People & Blogs,2015
4518,Lachlan,"11,000,000","4,154,119,625",337,Comedy,2014
4519,ERB,"11,000,000","1,962,826,145",29,Howto & Style,2016
4520,iTownGamePlay *Terror&Diversión*,"11,000,000","1,476,334,365",594,Gaming,2015
4521,Reaction Time,"11,000,000","1,169,023,702","101,353",Entertainment,2015
4522,Fueled By Ramen,"11,000,000","1,572,887,708","33,816",Entertainment,2019
4523,Major Lazer Official,"11,000,000","13,190,990,325",182,Gaming,2014
4524,Jorge & Mateus Oficial,"11,000,000","10,392,111,852","5,651",Entertainment,2016
4525,Blippi Español,"11,000,000","2,203,766,508",653,Music,2012
4526,How Ridiculous,"11,000,000","2,262,532,486",59,Music,2011
4527,Planeta das Gêmeas,"11,000,000","2,703,042,539","1,488",Film & Animation,2008
4528,MattyBRaps,"11,000,000","2,111,580,099","1,865",Entertainment,2010
4529,The Slow Mo Guys,"11,000,000","1,188,130,067",136,People & Blogs,2013
4530,CollegeHumor,"11,000,000","13,952,879,752","18,371",Music,2013
4531,حقائق وأسرار,"11,000,000","10,538,459,750","4,660",Entertainment,2011
4532,IDEIAS INCRÍVEIS,"11,000,000","7,548,976,997","2,025",Entertainment,2015
4533,Dear Sir,"11,000,000","4,615,066,353",40,Music,2015
4534,XpressTV,"11,000,000","4,366,561,548",745,Entertainment,2011
4535,LeoNata Family,"11,000,000","4,011,244,826",50,Gaming,2012
4536,CNN,"11,000,000","3,263,435,380","2,337",Entertainment,2016
4537,ABS-CBN News,"11,000,000","2,064,926,551","3,394",Entertainment,2015
4538,PlayStation,"11,000,000","1,680,228,521","1,231",Music,2012
4539,Lilly Singh,"11,000,000","2,013,778,695",169,Entertainment,2014
4540,Canal Nostalgia,"11,000,000","268,739,666",819,Howto & Style,2011
4541,les boys tv2,"11,000,000","4,654,677,099","3,450",Music,2013
4542,Maha Fun Tv,"11,000,000","5,254,014,931","1,329",Gaming,2016
4543,O Canal do Joãozinho - Little Angel Português,"11,000,000","5,741,869,232",170,Film & Animation,2017
4544,Kuplinov ► Play,"11,000,000","1,686,312,058",521,Music,2014
4545,Chad Wild Clay,"11,000,000","1,659,725,078","1,692",Entertainment,2016
4546,EdisonPts,"11,000,000","8,759,719,169","3,338",Music,2013
4547,Yoeslan,"11,000,000","8,253,741,205",377,Education,2016
4548,LEGENDA FUNK,"11,000,000","6,698,448,077","1,228",Music,2013
4549,Drawblogs,"11,000,000","4,212,409,776","172,983",Comedy,2016
4550,Fifth Harmony,"11,000,000","3,455,406,720","342,802",Gaming,2017
4551,Martin Garrix,"11,000,000","1,488,520,716","7,174",Film & Animation,2018
4552,Boram Tube ToysReview [보람튜브 토이리뷰],"11,000,000","1,267,465,262",463,Entertainment,2012
4553,Daily Dose Of Internet,"11,000,000","611,866,406","233,127",Entertainment,2011
4554,Hongyu ASMR 홍유,"11,000,000","1,486,885,351","7,397",Entertainment,2016
4555,FC Barcelona,"11,000,000","4,775,297,096",246,Entertainment,2018
4556,Gyan Gamingㅤ,"11,000,000","1,046,651,653","3,817",Entertainment,2017
4557,Maroon5VEVO,"11,000,000","2,463,563,246","1,400",Music,2015
4558,SelenaGomezVEVO,"11,000,000","15,080,936,964","7,752",Entertainment,2014
4559,Jake Fellman,"11,000,000","8,002,520,517","1,512",News & Politics,2015
4560,Hear This Music,"11,000,000","4,692,757,292",623,Music,2017
4561,Kim Loaiza,"11,000,000","2,599,025,008","2,414",News & Politics,2017
4562,Super Polina,"11,000,000","2,187,032,139","1,303",News & Politics,2013
4563,A2 Motivation by Arvind Arora,"11,000,000","3,208,363,861","2,783",Film & Animation,2011
4564,ช่อง8 : Thai Ch8,"11,000,000","5,200,224,730",656,Gaming,2012
4565,DM - Desi Melodies,"11,000,000","1,449,647,680",449,Entertainment,2016
4566,Mohamed Ramadan I محمد رمضان,"11,000,000","1,542,774,923","2,199",Entertainment,2018
4567,Jordan Matter,"11,000,000","5,652,341,273","1,107",News & Politics,2017
4568,Rclbeauty101,"11,000,000","4,830,020,688","1,500",Entertainment,2014
4569,Cyprien,"11,000,000","12,712,546,262",806,People & Blogs,2012
4570,انصالة فاميلي I أنس و أصالة,"11,000,000","9,569,061,994",98,Gaming,2012
4571,Bispo Bruno Leonardo,"11,000,000","8,465,443,935",538,People & Blogs,2011
4572,CrashCourse,"11,000,000","8,058,549,344",674,Music,2014
4573,ГЛЕНТ,"11,000,000","7,017,537,235",582,Gaming,2017
4574,Mazhavil Manorama,"11,000,000","5,765,943,823","1,559",Music,2015
4575,50 Cent,"11,000,000","5,338,043,398",969,Film & Animation,2011
4576,SIS vs BRO,"11,000,000","5,050,463,518","1,687",Entertainment,2016
4577,Трум Трум,"11,000,000","2,971,992,503","1,715",Music,2010
4578,SRK MUSIC,"11,000,000","2,415,688,324",281,Entertainment,2011
4579,Camila Loures,"11,000,000","7,254,635,746",155,Gaming,2013
4580,Rosanna Pansino,"11,000,000","2,780,058,418","1,481",People & Blogs,2015
4581,Auron,"11,000,000","11,471,384,709","2,877",Howto & Style,2015
4582,5-Minute Crafts Recycle,"11,000,000","5,997,717,755",567,Howto & Style,2016
4583,Invento na Hora,"11,000,000","3,825,084,383",613,Comedy,2017
4584,Doc Tops,"11,000,000","2,143,444,281","1,316",Entertainment,2018
4585,Disney Junior,"11,000,000","2,480,064,722","64,600",Entertainment,2013
4586,KOMPASTV,"11,000,000","4,212,409,776","1,721",Entertainment,2012
4587,MNCTV OFFICIAL,"11,000,000","3,455,406,720",217,Film & Animation,2012
4588,Infobells Bangla,"11,000,000","1,488,520,716","1,089",Music,2014
4589,Saad Lamjarred | سعد لمجرد,"11,000,000","1,267,465,262",478,People & Blogs,2015
4590,The MriDul,"11,000,000","611,866,406",408,Science & Technology,2014
4591,#Refugio Mental,"11,000,000","1,486,885,351","4,968",Entertainment,2014
4592,NikkieTutorials,"11,000,000","4,775,297,096","1,155",Comedy,2016
4593,Mis Pastelitos,"11,000,000","1,046,651,653","12,655",Music,2015
4594,F2Freestylers - Ultimate Soccer Skills Channel,"11,000,000","2,463,563,246",681,Entertainment,2017
4595,Мастерская Настроения,"11,000,000","15,080,936,964","3,284",Music,2014
4596,MalumaVEVO,"11,000,000","8,002,520,517",141,Gaming,2009
4597,Aadishakti Films,"10,900,000","4,692,757,292",59,Education,2014
4598,Katakit Baby TV,"10,900,000","2,599,025,008","7,278",Gaming,2011
4599,Trap City,"10,900,000","2,187,032,139",336,News & Politics,2012
4600,melanie martinez,"10,900,000","3,208,363,861",301,People & Blogs,2014
4601,Harry Styles,"10,900,000","5,200,224,730",379,Howto & Style,2016
4602,Zig & Sharko,"10,900,000","1,449,647,680","2,553",Entertainment,2017
4603,PrestonPlayz,"10,900,000","1,542,774,923",216,Education,2017
4604,AM3NlC,"10,900,000","5,652,341,273",479,Gaming,2011
4605,Like Nastya Stories,"10,900,000","4,830,020,688",631,People & Blogs,2012
4606,ABC News,"10,900,000","12,712,546,262",457,Music,2019
4607,O Reino Infantil,"10,900,000","9,569,061,994",100,Gaming,2018
4608,Telemundo,"10,900,000","8,465,443,935",304,Music,2015
4609,TazerCraft,"10,900,000","8,058,549,344",697,Education,2014
4610,Bie The Ska,"10,900,000","7,017,537,235",984,Gaming,2014
4611,Juliana Baltar,"10,900,000","5,765,943,823",400,People & Blogs,2017
4612,GMM25Thailand,"10,900,000","5,338,043,398","5,382",People & Blogs,2016
4613,Neha Kakkar,"10,900,000","5,050,463,518",43,Music,2013
4614,PowerfulJRE,"10,900,000","2,971,992,503","19,534",Music,2012
4615,Ishaan Ali 11,"10,900,000","2,415,688,324","138,620",Music,2011
4616,ماشا و الدب,"10,900,000","7,254,635,746",112,Sports,2012
4617,tuzelity SHUFFLE,"10,900,000","2,780,058,418",735,Gaming,2015
4618,DangMattSmith,"10,900,000","11,471,384,709",353,Entertainment,2014
4619,NOBRU,"10,900,000","5,997,717,755","1,688",Entertainment,2016
4620,T-Series Hamaar Bhojpuri,"10,900,000","3,825,084,383",419,Entertainment,2015
4621,Darkar Company Studios,"10,900,000","2,143,444,281",590,Music,2015
4622,ZEE5,"10,900,000","2,480,064,722",714,Music,2019
4623,Sony Music South,"10,900,000","5,332,547,232","11,556",Music,2014
4624,Ray William Johnson,"10,900,000","4,842,572,088","1,691",People & Blogs,2016
4625,Wish 107.5,"10,900,000","4,185,234,779",375,Sports,2012
4626,ADEL et SAMI,"10,900,000","4,154,119,625",153,People & Blogs,2011
4627,Coke Studio,"10,900,000","1,962,826,145",987,Music,2008
4628,Narins Beauty,"10,900,000","1,476,334,365",392,Entertainment,2010
4629,MAIKI021,"10,900,000","1,169,023,702",919,Comedy,2013
4630,TV Ana Emilia,"10,900,000","1,572,887,708",764,Entertainment,2013
4631,FFUNTV,"10,900,000","13,190,990,325","1,030",Howto & Style,2011
4632,Danny Fitt,"10,900,000","10,392,111,852","4,270",Education,2015
4633,BBC News,"10,900,000","2,203,766,508",163,Entertainment,2015
4634,Narendra Modi,"10,900,000","2,262,532,486",531,People & Blogs,2011
4635,Wengie,"10,900,000","2,703,042,539","1,082",News & Politics,2012
4636,PlayHard,"10,900,000","2,111,580,099",457,News & Politics,2016
4637,StudyIQ IAS,"10,900,000","1,188,130,067",542,Gaming,2015
4638,Gallina Pintadita,"10,900,000","13,952,879,752","1,444",Comedy,2012
4639,Wesley Safadão,"10,900,000","10,538,459,750","1,062",Entertainment,2014
4640,Crazy Frog,"10,900,000","7,548,976,997",647,Entertainment,2011
4641,infobells,"10,900,000","4,615,066,353","157,752",Entertainment,2013
4642,123 GO! Spanish,"10,900,000","4,366,561,548",163,Entertainment,2016
4643,MyMissAnand,"10,900,000","4,011,244,826",408,Gaming,2017
4644,Atlantic Records,"10,900,000","3,263,435,380",487,Comedy,2014
4645,dednahype,"10,900,000","2,064,926,551",490,Gaming,2016
4646,ETV Jabardasth,"10,900,000","1,680,228,521","2,275",Entertainment,2013
4647,Sony LIV,"10,900,000","2,013,778,695","4,096",Music,2016
4648,FAPTV,"10,900,000","268,739,666","1,753",Entertainment,2013
4649,Lindsey Stirling,"10,900,000","4,654,677,099",446,Music,2016
4650,The World Adventures हिन्दी,"10,900,000","5,254,014,931",612,Music,2017
4651,JD Pantoja,"10,900,000","5,741,869,232",446,People & Blogs,2018
4652,Netflix Jr.,"10,900,000","1,686,312,058","40,741",Entertainment,2012
4653,Поззи,"10,900,000","1,659,725,078",896,People & Blogs,2011
4654,Rebecca Zamolo,"10,900,000","8,759,719,169",496,Sports,2016
4655,AzzyLand,"10,900,000","8,253,741,205",71,Gaming,2018
4656,Desi Gamers,"10,900,000","6,698,448,077",401,Music,2017
4657,H2ODelirious,"10,900,000","4,212,409,776",187,Music,2015
4658,Crescendo com Luluca,"10,900,000","3,455,406,720","147,459",Entertainment,2014
4659,T-Series Regional,"10,900,000","1,488,520,716",379,Music,2015
4660,Veritasium,"10,900,000","1,267,465,262",335,Music,2017
4661,Conor Maynard,"10,900,000","611,866,406",331,People & Blogs,2017
4662,jbalvinVEVO,"10,900,000","1,486,885,351",302,Entertainment,2013
4663,Saturday Night Live,"10,900,000","4,775,297,096",48,Entertainment,2011
4664,The Q,"10,900,000","1,046,651,653",372,Music,2012
